"Species","Region","Year","Value","Metric","Description","Units","AssessmentYear","Age","Category"
"Scup","Atlantic Coast",2012,8.7e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2017,"Age 0","Other"
"Scup","Atlantic Coast",2013,8e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2017,"Age 0","Other"
"Scup","Atlantic Coast",2014,1.75e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2017,"Age 0","Other"
"Scup","Atlantic Coast",2015,2.52e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2017,"Age 0","Other"
"Scup","Atlantic Coast",2016,6.5e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2017,"Age 0","Other"
"Scup","Atlantic Coast",1984,11467,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",1985,15207,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",1986,14499,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",1987,11407,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",1988,8656,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",1989,7510,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",1990,10432,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",1991,8469,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",1992,6996,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",1993,5590,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",1994,4241,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",1995,3679,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",1996,5535,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",1997,5663,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",1998,7003,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",1999,14266,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",2000,29777,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",2001,57127,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",2002,85742,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",2003,111574,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",2004,118294,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",2005,129788,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",2006,140476,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",2007,154377,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",2008,177819,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",2009,194964,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",2010,230434,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",2011,233060,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",2012,231263,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",2013,226992,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",2014,213279,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",2015,174017,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",2016,179898,"Biomass","Mature Biomass (Mean)","Metric Tons",2017,"No age","Mature"
"Scup","Atlantic Coast",1984,12641,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",1985,13123,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",1986,16769,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",1987,12503,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",1988,10976,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",1989,8285,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",1990,9299,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",1991,14892,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",1992,10562,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",1993,7981,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",1994,6804,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",1995,4781,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",1996,4993,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",1997,3514,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",1998,3086,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",1999,3259,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",2000,4779,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",2001,5869,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",2002,6553,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",2003,9566,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",2004,8993,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",2005,5761,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",2006,7084,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",2007,7987,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",2008,6062,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",2009,8583,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",2010,10537,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",2011,9858,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",2012,9853,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",2013,12045,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",2014,10620,"Catch","Reported Catch, Total (Mean)","Metric Tons",2015,"No age","Other"
"Scup","Atlantic Coast",1984,0.935999989509583,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",1985,0.88400000333786,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",1986,1.05400002002716,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",1987,1.07400000095367,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",1988,1.10099995136261,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",1989,0.962000012397766,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",1990,0.811999976634979,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",1991,1.35899996757507,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",1992,1.35500001907349,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",1993,1.33899998664856,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",1994,1.52699995040894,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",1995,1.19400000572205,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",1996,1.01300001144409,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",1997,0.800999999046326,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",1998,0.509999990463257,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",1999,0.273000001907349,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",2000,0.177000001072884,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",2001,0.103000000119209,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",2002,0.0810000002384186,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",2003,0.0949999988079071,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",2004,0.0890000015497208,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",2005,0.0610000006854534,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",2006,0.0839999988675117,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",2007,0.0860000029206276,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",2008,0.0529999993741512,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",2009,0.068000003695488,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",2010,0.0790000036358833,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",2011,0.0790000036358833,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",2012,0.0860000029206276,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",2013,0.119999997317791,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",2014,0.127000004053116,"Fmort","Mean F, Age 3","Rate",2015,"Age 3","Other"
"Scup","Atlantic Coast",1984,1.32e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",1985,1.27e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",1986,8.2e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",1987,6.3e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",1988,1.18e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",1989,6.7e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",1990,1e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",1991,8.9e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",1992,3.6e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",1993,3.7e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",1994,6.1e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",1995,3.5e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",1996,2.9e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",1997,7.8e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",1998,9.7e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",1999,2.22e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",2000,1.46e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",2001,1.38e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",2002,8.4e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",2003,8.4e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",2004,1.27e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",2005,1.97e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",2006,2.22e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",2007,2.18e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",2008,1.85e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",2009,9.8e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",2010,1.07e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",2011,1.42e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",2012,7.5e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",2013,6.1e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",2014,1.12e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2015,"Age 0","Other"
"Scup","Atlantic Coast",1984,11479,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",1985,15031,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",1986,14341,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",1987,11320,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",1988,8602,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",1989,7459,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",1990,10361,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",1991,8413,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",1992,6949,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",1993,5563,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",1994,4202,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",1995,3624,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",1996,5412,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",1997,5438,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",1998,6592,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",1999,13340,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",2000,27792,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",2001,53561,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",2002,80358,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",2003,104409,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",2004,110325,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",2005,120631,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",2006,130122,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",2007,142113,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",2008,163555,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",2009,178334,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",2010,208869,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",2011,209171,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",2012,205496,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",2013,199034,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",2014,182915,"Biomass","Mature Biomass (Mean)","Metric Tons",2015,"No age","Mature"
"Scup","Atlantic Coast",1984,11053,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",1985,13729,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",1986,14532,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",1987,11662,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",1988,9567,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",1989,8773,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",1990,10396,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",1991,14357,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",1992,13975,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",1993,7640,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",1994,6428,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",1995,5752,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",1996,5465,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",1997,4582,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",1998,5638,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",1999,7186,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",2000,6083,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",2001,5326,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",2002,10590,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",2003,10564,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",2004,7181,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",2005,6308,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",2006,7182,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",2007,8026,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",2008,7360,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",2009,6917,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",2010,9784,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",2011,10474,"Catch","Reported Catch, Total (Mean)","Metric Tons",2012,"No age","Other"
"Scup","Atlantic Coast",1984,0.513000011444092,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",1985,0.583000004291534,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",1986,0.750999987125397,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",1987,0.688000023365021,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",1988,0.722000002861023,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",1989,0.717000007629395,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",1990,0.686999976634979,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",1991,1.07599997520447,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",1992,1.12899994850159,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",1993,1.07799994945526,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",1994,1.10800004005432,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",1995,0.884999990463257,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",1996,0.714999973773956,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",1997,0.481000006198883,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",1998,0.381999999284744,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",1999,0.252000004053116,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",2000,0.186000004410744,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",2001,0.101999998092651,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",2002,0.101000003516674,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",2003,0.104000002145767,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",2004,0.0750000029802322,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",2005,0.0520000010728836,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",2006,0.0560000017285347,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",2007,0.0570000000298023,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",2008,0.0439999997615814,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",2009,0.0329999998211861,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",2010,0.0379999987781048,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",2011,0.034000001847744,"Fmort","Mean F Age 2+","Rate",2012,"No age","Other"
"Scup","Atlantic Coast",1984,110300003.051758,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",1985,74900001.5258789,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",1986,61299999.2370605,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",1987,55799999.2370605,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",1988,102300003.051758,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",1989,6.1e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",1990,121500000,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",1991,108800003.051758,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",1992,42099998.4741211,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",1993,44799999.2370605,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",1994,78699996.9482422,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",1995,36400001.5258789,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",1996,23200000.7629395,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",1997,82800003.0517578,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",1998,1.06e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",1999,2.07e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",2000,225800003.051758,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",2001,145300003.051758,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
