"Species","Region","Year","Value","Metric","Description","Units","AssessmentYear","Age","Category"
"Scup","Atlantic Coast",1996,5610,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",1997,6085,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",1998,6707,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",1999,10677,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",2000,20981,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",2001,42789,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",2002,66562,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",2003,88269,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",2004,98122,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",2005,110183,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",2006,118680,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",2007,131891,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",2008,156951,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",2009,154545,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",1984,11053,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",1985,13729,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",1986,14532,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",1987,11662,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",1988,9567,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",1989,8773,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",1990,10396,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",1991,14357,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",1992,13975,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",1993,7640,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",1994,6428,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",1995,5752,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",1996,5465,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",1997,4582,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",1998,5638,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",1999,7186,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",2000,6083,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",2001,5326,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",2002,10590,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",2003,10564,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",2004,7181,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",2005,6308,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",2006,7173,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",2007,8026,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",2008,7352,"Catch","Reported Catch","Metric Tons",2009,"No age","Other"
"Scup","Atlantic Coast",1984,0.529999971389771,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",1985,0.610000014305115,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",1986,0.779999971389771,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",1987,0.680000007152557,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",1988,0.709999978542328,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",1989,0.699999988079071,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",1990,0.670000016689301,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",1991,1.00999999046326,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",1992,1.04999995231628,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",1993,1.0900000333786,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",1994,1.10000002384186,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",1995,0.879999995231628,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",1996,0.740000009536743,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",1997,0.479999989271164,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",1998,0.330000013113022,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",1999,0.209999993443489,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",2000,0.150000005960464,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",2001,0.0799999982118607,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",2002,0.0900000035762787,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",2003,0.0799999982118607,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",2004,0.0599999986588955,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",2005,0.0399999991059303,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",2006,0.0399999991059303,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",2007,0.0399999991059303,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",2008,0.0399999991059303,"Fmort","Annual F Ages 2+","Rate",2009,"No age","Other"
"Scup","Atlantic Coast",1984,107300003.051758,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",1985,79099998.4741211,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",1986,57700000.7629395,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",1987,57599998.4741211,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",1988,88599998.4741211,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",1989,69699996.9482422,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",1990,106199996.948242,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",1991,93400001.5258789,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",1992,39799999.2370605,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",1993,46599998.4741211,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",1994,70199996.9482422,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",1995,36599998.4741211,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",1996,29200000.7629395,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",1997,85800003.0517578,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",1998,114599998.474121,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",1999,217600006.103516,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",2000,266899993.896484,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",2001,154899993.896484,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",2002,118099998.474121,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",2003,89699996.9482422,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",2004,157899993.896484,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",2005,159199996.948242,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",2006,199300003.051758,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",2007,1.13e+08,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",2008,192399993.896484,"Recruitment","Abundance, Age 0","Number",2009,"Age 0","Other"
"Scup","Atlantic Coast",1984,18087,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",1985,17049,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",1986,15949,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",1987,13501,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",1988,10487,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",1989,8978,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",1990,9554,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",1991,9458,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",1992,8081,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",1993,6216,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",1994,4562,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",1995,4210,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",1996,5211,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",1997,5663,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",1998,6813,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",1999,12338,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",2000,25189,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",2001,50332,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",2002,80491,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",2003,105428,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",2004,118421,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",2005,133136,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",2006,142519,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",2007,158208,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
"Scup","Atlantic Coast",2008,187888,"Biomass","Spawning Stock Biomass Age 1+","Metric Tons",2009,"No age","Spawning Stock"
